# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
139.462,3458.467,-63.174,0.178,63.174,0.18,3717.925,7.763,3717.933,0.12,6.643,0.028,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.19,9.899e6,0,340.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.529,3.496,578.806,333.417,0.5,0.522
139.962,3426.902,-63.085,0.178,63.086,0.183,3714.598,7.761,3714.606,0.12,6.665,0.044,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.189,9.904e6,0,340.565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.97,3.806,581.093,333.605,0.5,0.522
140.462,3395.383,-62.994,0.182,63.015,0.325,3711.232,7.759,3711.24,0.12,6.8,0.269,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.189,9.912e6,0,340.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.42,4.116,583.377,333.793,0.5,0.522
140.962,3363.908,-62.905,0.178,62.911,0.239,3707.852,7.758,3707.861,0.12,6.719,0.16,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.189,9.914e6,0,340.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.835,4.426,585.658,333.981,0.5,0.522
141.462,3332.478,-62.815,0.18,62.835,0.331,3704.527,7.756,3704.535,0.12,6.581,0.277,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.188,9.921e6,0,340.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.016,4.735,587.935,334.168,0.5,0.522
141.962,3301.093,-62.725,0.18,62.755,0.374,3701.196,7.754,3701.204,0.12,6.744,0.327,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.188,9.927e6,0,340.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.693,5.044,590.21,334.355,0.5,0.522
142.462,3269.752,-62.638,0.174,62.643,0.218,3697.808,7.752,3697.816,0.12,6.809,0.13,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.188,9.928e6,0,340.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.614,5.352,592.481,334.542,0.5,0.522
142.962,3238.455,-62.55,0.176,62.568,0.306,3694.372,7.751,3694.38,0.12,6.934,0.25,32,-105.961,9.78,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.187,9.934e6,0,340.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.43,5.66,594.748,334.729,0.5,0.522
143.462,3207.202,-62.463,0.173,62.473,0.264,3690.929,7.749,3690.938,0.12,6.835,0.199,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.187,9.937e6,0,340.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.73,5.967,597.013,334.915,0.5,0.522
143.962,3175.993,-62.372,0.183,62.44,0.532,3687.45,7.747,3687.458,0.12,7.084,0.5,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.187,9.95e6,0,341.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,10.015,6.274,599.275,335.101,0.5,0.522
144.462,3144.829,-62.287,0.169,62.296,0.248,3683.885,7.746,3683.893,0.12,7.175,0.181,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.186,9.945e6,0,340.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.268,6.581,601.533,335.287,0.5,0.522
144.962,3113.706,-62.203,0.167,62.204,0.168,3680.295,7.744,3680.303,0.121,7.186,0.022,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.186,9.948e6,0,340.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.361,6.887,603.788,335.472,0.5,0.523
145.462,3082.626,-62.119,0.168,62.13,0.26,3676.677,7.742,3676.685,0.121,7.285,0.198,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.185,9.954e6,0,340.332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.469,7.193,606.04,335.658,0.5,0.523
145.962,3051.587,-62.035,0.167,62.043,0.232,3673.014,7.741,3673.023,0.121,7.365,0.161,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.185,9.958e6,0,340.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.338,7.498,608.338,335.843,0.5,0.523
146.462,3020.59,-61.952,0.167,61.955,0.205,3669.347,7.739,3669.355,0.121,7.306,0.119,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.185,9.963e6,0,340.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.669,7.803,610.684,336.027,0.5,0.523
146.962,2989.635,-61.867,0.169,61.877,0.259,3665.718,7.737,3665.727,0.121,7.208,0.196,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.184,9.969e6,0,340.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.133,8.107,613.026,336.212,0.5,0.523
147.462,2958.723,-61.784,0.167,61.784,0.167,3662.114,7.736,3662.122,0.121,7.212,0.009,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.184,9.973e6,0,340.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.311,8.411,615.366,336.396,0.5,0.523
147.962,2927.852,-61.7,0.168,61.706,0.236,3658.528,7.734,3658.536,0.121,7.129,0.166,32,-105.961,9.781,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.184,9.979e6,0,340.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.23,8.715,617.702,336.58,0.5,0.523
148.462,2897.022,-61.616,0.167,61.617,0.174,3654.957,7.732,3654.965,0.121,7.155,0.051,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.183,9.983e6,0,340.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.494,9.018,620.035,336.764,0.5,0.523
148.962,2866.235,-61.533,0.166,61.534,0.175,3651.387,7.73,3651.395,0.121,7.128,0.054,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.183,9.988e6,0,340.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.87,9.321,622.364,336.947,0.5,0.523
149.462,2835.489,-61.45,0.167,61.456,0.227,3647.842,7.729,3647.85,0.121,7.051,0.154,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.183,9.993e6,0,340.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.221,9.624,624.691,337.131,0.5,0.523
149.962,2804.785,-61.367,0.165,61.368,0.177,3644.324,7.727,3644.332,0.121,7.02,0.063,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.182,9.997e6,0,340.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.71,9.926,627.014,337.314,0.5,0.523
150.462,2774.123,-61.28,0.176,61.339,0.499,3640.756,7.725,3640.764,0.122,7.253,0.467,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.182,1.001e7,0,340.924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,9.946,10.227,629.335,337.497,0.5,0.523
150.962,2743.504,-61.198,0.163,61.207,0.238,3637.108,7.724,3637.116,0.122,7.34,0.173,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.182,1.001e7,0,340.177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.367,10.528,631.652,337.679,0.5,0.523
151.462,2712.925,-61.117,0.162,61.121,0.204,3633.453,7.722,3633.462,0.122,7.278,0.124,32,-105.961,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.181,1.001e7,0,340.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.623,10.829,633.966,337.861,0.5,0.523
151.962,2682.388,-61.03,0.174,61.101,0.556,3629.881,7.72,3629.889,0.122,7.013,0.528,32,-105.962,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.181,1.002e7,0,340.951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,4.08,11.129,636.277,338.043,0.5,0.523
152.462,2651.893,-60.949,0.162,60.974,0.357,3626.414,7.718,3626.422,0.122,6.855,0.318,32,-105.962,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.181,1.002e7,0,340.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.108,11.429,638.584,338.225,0.5,0.523
152.962,2621.438,-60.87,0.159,60.884,0.292,3623.017,7.717,3623.025,0.122,6.732,0.244,32,-105.962,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.18,1.002e7,0,340.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.402,11.729,640.889,338.407,0.5,0.523
153.462,2591.023,-60.792,0.157,60.798,0.217,3619.632,7.715,3619.64,0.122,6.807,0.15,32,-105.962,9.782,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.18,1.003e7,0,339.949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.697,12.028,643.19,338.588,0.5,0.524
153.962,2560.647,-60.714,0.155,60.714,0.157,3616.231,7.713,3616.239,0.122,6.796,0.022,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.179,1.003e7,0,339.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.717,12.327,645.511,338.769,0.5,0.524
154.462,2530.309,-60.635,0.157,60.642,0.229,3612.854,7.712,3612.862,0.122,6.713,0.166,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.179,1.004e7,0,339.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.827,12.625,647.907,338.95,0.5,0.524
154.962,2500.012,-60.555,0.16,60.574,0.306,3609.465,7.71,3609.473,0.122,6.844,0.261,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.179,1.004e7,0,340.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,8.351,12.923,650.299,339.13,0.5,0.524
155.462,2469.753,-60.477,0.157,60.48,0.186,3606.03,7.708,3606.039,0.122,6.893,0.1,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.178,1.005e7,0,339.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,7.497,13.221,652.689,339.311,0.5,0.524
155.962,2439.535,-60.399,0.156,60.399,0.156,3602.584,7.707,3602.592,0.123,6.893,6.65e-4,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.178,1.005e7,0,339.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.935,13.518,655.075,339.491,0.5,0.524
156.462,2409.355,-60.321,0.156,60.321,0.157,3599.136,7.705,3599.144,0.123,6.897,0.009,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.178,1.005e7,0,339.919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,6.99,13.815,657.458,339.671,0.5,0.524
156.962,2379.215,-60.239,0.162,60.272,0.396,3595.733,7.703,3595.741,0.123,6.717,0.362,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.178,1.006e7,0,340.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,4.75,14.111,659.838,339.85,0.5,0.524
157.462,2349.115,-60.158,0.162,60.198,0.431,3592.424,7.702,3592.432,0.123,6.517,0.399,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.177,1.007e7,0,340.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,4.342,14.407,662.215,340.03,0.5,0.524
157.962,2319.055,-60.081,0.154,60.088,0.228,3589.187,7.7,3589.195,0.123,6.433,0.168,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.177,1.007e7,0,339.909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,5.546,14.703,664.589,340.209,0.5,0.524
158.462,2289.034,-60.003,0.157,60.024,0.336,3586.007,7.698,3586.016,0.123,6.284,0.297,32,-105.962,9.783,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.177,1.007e7,0,340.098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,4.682,14.998,666.959,340.388,0.5,0.524
158.962,2259.052,-59.925,0.154,59.938,0.266,3582.838,7.697,3582.846,0.123,6.393,0.216,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.176,1.008e7,0,339.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,7.636,15.293,669.327,340.567,0.5,0.524
159.462,2229.109,-59.85,0.151,59.85,0.154,3579.645,7.695,3579.654,0.123,6.379,0.028,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.176,1.008e7,0,339.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.267,15.588,671.691,340.745,0.5,0.524
159.962,2199.202,-59.775,0.151,59.775,0.159,3576.45,7.694,3576.458,0.123,6.403,0.049,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.176,1.008e7,0,339.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.719,15.882,674.053,340.923,0.5,0.524
160.462,2169.334,-59.7,0.15,59.7,0.15,3573.249,7.692,3573.258,0.123,6.399,0.009,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.175,1.009e7,0,339.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.396,16.176,676.411,341.101,0.5,0.524
160.962,2139.503,-59.624,0.151,59.632,0.227,3570.029,7.69,3570.037,0.123,6.484,0.17,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.175,1.009e7,0,339.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,7.465,16.469,678.767,341.279,0.5,0.524
161.462,2109.71,-59.549,0.151,59.559,0.254,3566.812,7.689,3566.821,0.124,6.382,0.204,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.175,1.01e7,0,339.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,5.301,16.762,681.119,341.457,0.5,0.524
161.962,2079.955,-59.471,0.155,59.509,0.423,3563.671,7.687,3563.679,0.124,6.185,0.393,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.174,1.011e7,0,340.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,4.071,17.055,683.469,341.634,0.5,0.524
162.462,2050.238,-59.398,0.147,59.402,0.199,3560.595,7.686,3560.603,0.124,6.118,0.134,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.174,1.01e7,0,339.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,5.425,17.347,685.876,341.811,0.5,0.525
162.962,2020.557,-59.324,0.147,59.324,0.147,3557.537,7.684,3557.546,0.124,6.113,0.01,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.174,1.011e7,0,339.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.1,17.639,688.32,341.988,0.5,0.525
163.462,1990.914,-59.25,0.148,59.252,0.171,3554.492,7.683,3554.5,0.124,6.07,0.086,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.173,1.011e7,0,339.689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,5.645,17.93,690.761,342.165,0.5,0.525
163.962,1961.308,-59.171,0.157,59.219,0.47,3551.512,7.681,3551.521,0.124,5.849,0.443,32,-105.962,9.784,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.173,1.013e7,0,340.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,3.476,18.222,693.198,342.341,0.5,0.525
164.462,1931.741,-59.097,0.15,59.115,0.315,3548.623,7.68,3548.631,0.124,5.71,0.277,32,-105.962,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.173,1.013e7,0,339.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,4.24,18.512,695.633,342.517,0.5,0.525
164.962,1902.211,-59.023,0.147,59.028,0.21,3545.786,7.678,3545.795,0.124,5.635,0.15,32,-105.962,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.172,1.013e7,0,339.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,4.858,18.803,698.065,342.693,0.5,0.525
165.462,1872.718,-58.95,0.147,58.955,0.213,3542.988,7.677,3542.997,0.124,5.558,0.154,32,-105.962,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.172,1.013e7,0,339.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,4.761,19.093,700.493,342.869,0.5,0.525
165.962,1843.261,-58.877,0.146,58.879,0.166,3540.2,7.675,3540.208,0.124,5.597,0.079,32,-105.962,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.172,1.014e7,0,339.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.071,19.383,702.919,343.045,0.5,0.525
166.462,1813.842,-58.802,0.15,58.828,0.35,3537.362,7.674,3537.37,0.124,5.755,0.316,32,-105.962,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.172,1.015e7,0,339.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,7.515,19.672,705.341,343.22,0.5,0.525
166.962,1784.461,-58.722,0.16,58.802,0.581,3534.414,7.672,3534.422,0.124,6.035,0.559,32,-105.963,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.172,1.016e7,0,340.659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,9.102,19.961,707.76,343.395,0.5,0.525
167.462,1755.117,-58.65,0.143,58.662,0.25,3531.371,7.671,3531.379,0.124,6.137,0.205,32,-105.963,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.171,1.015e7,0,339.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,7.289,20.25,710.177,343.57,0.5,0.525
167.962,1725.81,-58.58,0.14,58.58,0.141,3528.304,7.669,3528.312,0.125,6.131,0.012,32,-105.963,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.171,1.015e7,0,339.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,6.107,20.538,712.59,343.745,0.5,0.525
168.462,1696.538,-58.508,0.144,58.526,0.297,3525.206,7.668,3525.215,0.125,6.261,0.26,32,-105.963,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.17,1.016e7,0,339.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,7.705,20.826,715,343.919,0.5,0.525
168.962,1667.301,-58.438,0.142,58.447,0.251,3522.102,7.667,3522.11,0.125,6.157,0.207,32,-105.963,9.785,NaN,NaN,NaN,NaN,3.42e4,9070.294,NaN,NaN,NaN,NaN,NaN,0.17,1.016e7,0,339.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,5.084,21.113,717.407,344.093,0.5,0.525
